21|1|0014
21|1|0015
21|1|0016
21|1|0017
21|1|0018
21|1|0019
176|1|0020
176|1|0021
176|1|0022
176|1|0023
176|1|0025
176|1|0026
176|1|0027
176|1|0028
176|1|0029
505|1|0038
505|1|0039
81|1|0040
81|1|0049
291|1|0050
291|1|0059
54|1|0060
54|1|0069
357|1|0079
71|1|0080
71|1|0089
286|1|0090
286|1|0099
198|1|0100
198|1|0101
198|1|0102
198|1|0103
198|1|0104
198|1|0105
198|1|0106
198|1|0107
198|1|0108
198|1|0109
198|1|0110
198|1|0114
198|1|0115
198|1|0116
198|1|0117
198|1|0118
198|1|0119
238|1|0120
238|1|0121
238|1|0127
238|1|0129
179|1|0130
179|1|0131
179|1|0138
179|1|0139
33|1|0144
33|1|0145
33|1|0146
33|1|0147
33|1|0148
33|1|0149
33|1|0150
33|1|0151
33|1|0152
33|1|0153
33|1|0154
33|1|0155
33|1|0156
33|1|0157
33|1|0158
33|1|0159
33|1|0160
33|1|0161
33|1|0164
33|1|0165
33|1|0166
33|1|0167
33|1|0168
33|1|0169
248|1|0170
248|1|0171
248|1|0176
248|1|0177
248|1|0178
248|1|0179
334|1|0180
334|1|0181
334|1|0188
334|1|0189
43|1|0210
43|1|0211
43|1|0217
43|1|0219
430|1|0229
167|1|0230
167|1|0238
167|1|0239
257|1|0240
257|1|0248
257|1|0249
434|1|0250
434|1|0258
434|1|0259
349|1|0260
349|1|0268
349|1|0269
393|1|0270
393|1|0271
393|1|0278
393|1|0279
274|1|0290
274|1|0297
274|1|0298
274|1|0299
178|1|0310
178|1|0311
178|1|0315
178|1|0316
178|1|0317
178|1|0318
178|1|0319
379|1|0320
379|1|0329
34|1|0330
34|1|0331
34|1|0335
34|1|0336
34|1|0337
34|1|0338
34|1|0339
34|1|0344
34|1|0345
34|1|0346
34|1|0347
34|1|0348
34|1|0349
21|1|0350
21|1|0354
21|1|0355
21|1|0356
21|1|0357
21|1|0358
21|1|0359
92|1|0360
92|1|0361
92|1|0368
92|1|0369
325|1|0380
325|1|0388
325|1|0389
199|1|0390
199|1|0392
199|1|0396
199|1|0397
199|1|0399
34|1|0428
34|1|0429
125|1|0430
125|1|0431
125|1|0438
477|1|0439
88|1|0440
88|1|0441
88|1|0448
88|1|0449
19|1|0460
19|1|0461
19|1|0468
19|1|0469
105|1|0470
105|1|0479
489|1|0480
489|1|0484
489|1|0485
489|1|0486
489|1|0487
489|1|0488
489|1|0489
70|1|0490
70|1|0491
70|1|0498
70|1|0499
426|1|0500
426|1|0509
425|1|0517
425|1|0518
425|1|0519
26|1|0520
26|1|0521
26|1|0524
26|1|0528
26|1|0529
33|1|0534
33|1|0535
33|1|0549
466|1|0558
466|1|0559
263|1|0567
263|1|0568
263|1|0569
59|1|0570
59|1|0579
282|1|0587
282|1|0588
282|1|0589
466|1|0600
466|1|0604
466|1|0605
466|1|0606
466|1|0607
466|1|0608
466|1|0609
466|1|0610
466|1|0611
466|1|0612
466|1|0614
466|1|0615
466|1|0616
466|1|0617
466|1|0618
466|1|0619
372|1|0630
372|1|0637
372|1|0638
372|1|0639
438|1|0649
367|1|0660
367|1|0661
367|1|0668
367|1|0669
192|1|0670
192|1|0679
345|1|0690
345|1|0691
345|1|0697
345|1|0698
345|1|0699
137|1|0700
137|1|0709
440|1|0710
440|1|0719
441|1|0726
441|1|0727
441|1|0728
441|1|0729
27|1|0730
27|1|0739
499|1|0759
428|1|0765
428|1|0766
428|1|0767
428|1|0768
428|1|0769
146|1|0770
146|1|0777
146|1|0778
146|1|0779
249|1|0800
249|1|0808
442|1|0810
442|1|0816
442|1|0817
442|1|0818
442|1|0819
119|1|0820
119|1|0829
96|1|0830
96|1|0831
96|1|0832
96|1|0838
96|1|0839
23|1|0860
23|1|0869
492|1|0878
492|1|0879
266|1|0890
266|1|0891
266|1|0892
266|1|0893
266|1|0894
266|1|0895
266|1|0896
266|1|0897
266|1|0898
266|1|0899
72|1|0900
72|1|0901
72|1|0908
72|1|0909
400|1|0920
400|1|0929
30|1|0940
30|1|0946
30|1|0947
30|1|0948
30|1|0949
264|1|0950
264|1|0959
475|1|0969
177|1|0980
177|1|0989
266|1|0990
266|1|0991
266|1|0996
266|1|0997
266|1|0998
266|1|0999
234|1|1000
234|1|1008
234|1|1009
278|1|1010
278|1|1011
278|1|1012
278|1|1018
278|1|1019
326|1|1020
326|1|1029
232|1|1030
232|1|1031
232|1|1038
232|1|1039
428|1|1044
428|1|1045
428|1|1046
428|1|1047
428|1|1048
428|1|1049
93|1|1050
93|1|1059
298|1|1070
298|1|1079
94|1|1080
94|1|1089
94|1|1090
94|1|1091
94|1|1092
94|1|1093
94|1|1095
94|1|1096
94|1|1097
94|1|1098
94|1|1099
56|1|1100
56|1|1108
56|1|1109
83|1|1120
83|1|1129
330|1|1130
330|1|1131
330|1|1138
330|1|1139
20|1|1150
20|1|1159
247|1|1160
247|1|1164
247|1|1165
247|1|1166
247|1|1167
247|1|1168
247|1|1169
144|1|1177
144|1|1178
144|1|1179
423|1|1190
423|1|1194
423|1|1195
423|1|1197
423|1|1198
423|1|1199
102|1|1200
102|1|1207
102|1|1208
102|1|1209
340|1|1210
340|1|1219
176|1|1251
176|1|1252
176|1|1253
176|1|1254
176|1|1255
176|1|1256
176|1|1257
176|1|1258
176|1|1259
97|1|1270
97|1|1277
97|1|1279
389|1|1290
486|1|1290
486|1|1294
486|1|1295
486|1|1296
389|1|1296
486|1|1297
486|1|1298
389|1|1298
389|1|1299
486|1|1299
306|1|1310
306|1|1319
354|1|1320
354|1|1321
354|1|1324
354|1|1325
354|1|1326
354|1|1327
354|1|1328
354|1|1329
221|1|1330
221|1|1339
227|1|1340
227|1|1341
227|1|1348
227|1|1349
112|1|1360
112|1|1368
112|1|1369
178|1|1370
178|1|1374
178|1|1375
178|1|1376
178|1|1377
178|1|1378
178|1|1379
323|1|1380
323|1|1381
323|1|1382
323|1|1387
323|1|1388
323|1|1389
333|1|1390
333|1|1391
333|1|1398
333|1|1399
366|1|1410
366|1|1419
26|1|1420
26|1|1421
26|1|1422
26|1|1423
26|1|1424
26|1|1425
26|1|1426
26|1|1427
26|1|1428
26|1|1429
449|1|1438
449|1|1439
501|1|1440
501|1|1445
501|1|1446
501|1|1447
501|1|1448
501|1|1449
428|1|1458
428|1|1459
460|1|1468
460|1|1469
433|1|1478
433|1|1479
404|1|1480
404|1|1489
433|1|1495
433|1|1496
433|1|1497
218|1|1509
494|1|1519
191|1|1520
191|1|1529
407|1|1530
407|1|1531
407|1|1538
407|1|1539
21|1|1548
21|1|1549
53|1|1568
53|1|1569
454|1|1579
431|1|1580
431|1|1588
431|1|1589
178|1|1598
178|1|1599
15|1|1608
15|1|1609
80|1|1610
80|1|1611
80|1|1618
80|1|1619
6|1|1636
6|1|1637
6|1|1638
6|1|1639
307|1|1650
307|1|1659
139|1|1680
139|1|1681
139|1|1682
139|1|1683
139|1|1686
139|1|1687
139|1|1688
139|1|1689
267|1|1708
267|1|1709
343|1|1714
343|1|1715
343|1|1716
343|1|1717
343|1|1718
343|1|1719
143|1|1720
143|1|1729
87|1|1730
87|1|1739
343|1|1747
343|1|1748
343|1|1749
161|1|1750
161|1|1759
311|1|1760
311|1|1769
46|1|1770
46|1|1777
46|1|1778
46|1|1779
141|1|1780
141|1|1781
141|1|1788
141|1|1789
343|1|1790
343|1|1794
343|1|1796
343|1|1797
343|1|1798
343|1|1799
392|1|1810
259|1|1820
259|1|1828
259|1|1829
162|1|1830
162|1|1836
162|1|1837
162|1|1838
162|1|1839
224|1|1850
224|1|1851
224|1|1852
224|1|1856
224|1|1857
224|1|1858
224|1|1859
60|1|1870
60|1|1871
60|1|1878
60|1|1879
131|1|1880
131|1|1885
131|1|1886
131|1|1887
131|1|1888
131|1|1889
180|1|1890
180|1|1899
77|1|1900
77|1|1908
77|1|1909
17|1|1910
17|1|1919
223|1|1920
223|1|1921
223|1|1927
223|1|1928
223|1|1929
38|1|1940
38|1|1949
294|1|1950
294|1|1959
420|1|1960
420|1|1969
147|1|1979
62|1|1987
62|1|1988
62|1|1989
448|1|2000
448|1|2001
448|1|2002
448|1|2003
448|1|2004
448|1|2005
448|1|2007
448|1|2008
448|1|2009
62|1|2010
62|1|2011
62|1|2012
62|1|2013
62|1|2014
62|1|2015
62|1|2016
62|1|2017
62|1|2018
62|1|2019
62|1|2020
